transcript_id,protein_id,gene_id
XM_031518672.1,XP_031374532.1,LOC116189142
XM_031518673.1,XP_031374533.1,LOC116189142
XM_031518674.1,XP_031374534.1,LOC116189142
XM_031518675.1,XP_031374535.1,LOC116189142
XM_031518676.1,XP_031374536.1,LOC116189142
XM_031518677.1,XP_031374537.1,LOC116189142
XM_031518678.1,XP_031374538.1,LOC116189142
XM_031518679.1,XP_031374539.1,LOC116189142
XM_031518680.1,XP_031374540.1,LOC116189142
XM_031518681.1,XP_031374541.1,LOC116189142
XM_031518682.1,XP_031374542.1,LOC116189143
XM_031518683.1,XP_031374543.1,LOC116189142
XM_031518684.1,XP_031374544.1,LOC116189142
XM_031518685.1,XP_031374545.1,LOC116189144
XM_031518686.1,XP_031374546.1,LOC116189145
XM_031518687.1,XP_031374547.1,LOC116189146
XM_031518689.1,XP_031374549.1,LOC116189148
XM_031518690.1,XP_031374550.1,LOC116189148
XM_031518691.1,XP_031374551.1,LOC116189143
XM_031518692.1,XP_031374552.1,LOC116189148
XM_031518693.1,XP_031374553.1,LOC116189149
XM_031518694.1,XP_031374554.1,LOC116189150
XM_031518695.1,XP_031374555.1,LOC116189152
XM_031518696.1,XP_031374556.1,LOC116189153
XM_031518697.1,XP_031374557.1,LOC116189154
XM_031518698.1,XP_031374558.1,LOC116189143
XM_031518699.1,XP_031374559.1,LOC116189154
XM_031518700.1,XP_031374560.1,LOC116189155
XM_031518701.1,XP_031374561.1,LOC116189156
XM_031518702.1,XP_031374562.1,LOC116189156
XM_031518703.1,XP_031374563.1,LOC116189156
XM_031518704.1,XP_031374564.1,LOC116189157
XM_031518705.1,XP_031374565.1,LOC116189158
XM_031518706.1,XP_031374566.1,LOC116189159
XM_031518707.1,XP_031374567.1,LOC116189162
XM_031518708.1,XP_031374568.1,LOC116189163
XM_031518709.1,XP_031374569.1,LOC116189163
XM_031518710.1,XP_031374570.1,LOC116189161
XM_031518712.1,XP_031374572.1,LOC116189165
XM_031518713.1,XP_031374573.1,LOC116189165
XM_031518714.1,XP_031374574.1,LOC116189167
XM_031518715.1,XP_031374575.1,LOC116189168
XM_031518716.1,XP_031374576.1,LOC116189169
XM_031518717.1,XP_031374577.1,LOC116189170
XM_031518718.1,XP_031374578.1,LOC116189171
XM_031518719.1,XP_031374579.1,LOC116189172
XM_031518720.1,XP_031374580.1,LOC116189174
XM_031518721.1,XP_031374581.1,LOC116189174
XM_031518722.1,XP_031374582.1,LOC116189175
XM_031518723.1,XP_031374583.1,LOC116189175
XM_031518724.1,XP_031374584.1,LOC116189173
XM_031518725.1,XP_031374585.1,LOC116189175
XM_031518726.1,XP_031374586.1,LOC116189176
XM_031518727.1,XP_031374587.1,LOC116189177
XM_031518728.1,XP_031374588.1,LOC116189177
XM_031518729.1,XP_031374589.1,LOC116189178
XM_031518730.1,XP_031374590.1,LOC116189178
XM_031518731.1,XP_031374591.1,LOC116189179
XM_031518732.1,XP_031374592.1,LOC116189180
XM_031518733.1,XP_031374593.1,LOC116189182
XM_031518734.1,XP_031374594.1,LOC116189183
XM_031518735.1,XP_031374595.1,LOC116189184
XM_031518736.1,XP_031374596.1,LOC116189181
XM_031518737.1,XP_031374597.1,LOC116189184
XM_031518738.1,XP_031374598.1,LOC116189185
XM_031518739.1,XP_031374599.1,LOC116189186
XM_031518740.1,XP_031374600.1,LOC116189187
XM_031518741.1,XP_031374601.1,LOC116189187
XM_031518742.1,XP_031374602.1,LOC116189188
XM_031518743.1,XP_031374603.1,LOC116189188
XM_031518744.1,XP_031374604.1,LOC116189181
XM_031518745.1,XP_031374605.1,LOC116189189
XM_031518746.1,XP_031374606.1,LOC116189189
XM_031518747.1,XP_031374607.1,LOC116189190
XM_031518748.1,XP_031374608.1,LOC116189191
XM_031518750.1,XP_031374610.1,LOC116189193
XM_031518751.1,XP_031374611.1,LOC116189194
XM_031518752.1,XP_031374612.1,LOC116189194
XM_031518753.1,XP_031374613.1,LOC116189181
XM_031518754.1,XP_031374614.1,LOC116189196
XM_031518755.1,XP_031374615.1,LOC116189196
XM_031518756.1,XP_031374616.1,LOC116189197
XM_031518757.1,XP_031374617.1,LOC116189198
XM_031518758.1,XP_031374618.1,LOC116189198
XM_031518759.1,XP_031374619.1,LOC116189198
XM_031518760.1,XP_031374620.1,LOC116189201
XM_031518761.1,XP_031374621.1,LOC116189202
XM_031518762.1,XP_031374622.1,LOC116189203
XM_031518763.1,XP_031374623.1,LOC116189203
XM_031518764.1,XP_031374624.1,LOC116189200
XM_031518765.1,XP_031374625.1,LOC116189204
XM_031518766.1,XP_031374626.1,LOC116189205
XM_031518767.1,XP_031374627.1,LOC116189205
XM_031518768.1,XP_031374628.1,LOC116189206
XM_031518769.1,XP_031374629.1,LOC116189207
XM_031518770.1,XP_031374630.1,LOC116189207
XM_031518771.1,XP_031374631.1,LOC116189208
XM_031518772.1,XP_031374632.1,LOC116189210
XM_031518773.1,XP_031374633.1,LOC116189211
XM_031518774.1,XP_031374634.1,LOC116189211
XM_031518775.1,XP_031374635.1,LOC116189212
XM_031518776.1,XP_031374636.1,LOC116189209
XM_031518777.1,XP_031374637.1,LOC116189212
XM_031518778.1,XP_031374638.1,LOC116189213
XM_031518779.1,XP_031374639.1,LOC116189216
XM_031518780.1,XP_031374640.1,LOC116189216
XM_031518781.1,XP_031374641.1,LOC116189216
XM_031518782.1,XP_031374642.1,LOC116189209
XM_031518783.1,XP_031374643.1,LOC116189217
XM_031518784.1,XP_031374644.1,LOC116189217
XM_031518785.1,XP_031374645.1,LOC116189218
XM_031518786.1,XP_031374646.1,LOC116189219
XM_031518787.1,XP_031374647.1,LOC116189219
XM_031518788.1,XP_031374648.1,LOC116189220
XM_031518789.1,XP_031374649.1,LOC116189221
XM_031518790.1,XP_031374650.1,LOC116189223
XM_031518791.1,XP_031374651.1,LOC116189224
XM_031518792.1,XP_031374652.1,LOC116189225
XM_031518793.1,XP_031374653.1,LOC116189222
XM_031518794.1,XP_031374654.1,LOC116189227
XM_031518795.1,XP_031374655.1,LOC116189228
XM_031518796.1,XP_031374656.1,LOC116189229
XM_031518797.1,XP_031374657.1,LOC116189230
XM_031518798.1,XP_031374658.1,LOC116189231
XM_031518799.1,XP_031374659.1,LOC116189231
XM_031518800.1,XP_031374660.1,LOC116189222
XM_031518801.1,XP_031374661.1,LOC116189233
XM_031518802.1,XP_031374662.1,LOC116189234
XM_031518803.1,XP_031374663.1,LOC116189235
XM_031518804.1,XP_031374664.1,LOC116189236
XM_031518805.1,XP_031374665.1,LOC116189236
XM_031518806.1,XP_031374666.1,LOC116189237
XM_031518807.1,XP_031374667.1,LOC116189238
XM_031518808.1,XP_031374668.1,LOC116189238
XM_031518809.1,XP_031374669.1,LOC116189238
XM_031518810.1,XP_031374670.1,LOC116189240
XM_031518811.1,XP_031374671.1,LOC116189239
XM_031518812.1,XP_031374672.1,LOC116189242
XM_031518813.1,XP_031374673.1,LOC116189242
XM_031518814.1,XP_031374674.1,LOC116189243
XM_031518815.1,XP_031374675.1,LOC116189244
XM_031518816.1,XP_031374676.1,LOC116189214
XM_031518817.1,XP_031374677.1,LOC116189244
XM_031518818.1,XP_031374678.1,LOC116189244
XM_031518819.1,XP_031374679.1,LOC116189244
XM_031518820.1,XP_031374680.1,LOC116189246
XM_031518821.1,XP_031374681.1,LOC116189248
XM_031518822.1,XP_031374682.1,LOC116189249
XM_031518823.1,XP_031374683.1,LOC116189249
XM_031518824.1,XP_031374684.1,LOC116189247
XM_031518825.1,XP_031374685.1,LOC116189249
XM_031518826.1,XP_031374686.1,LOC116189249
XM_031518827.1,XP_031374687.1,LOC116189251
XM_031518828.1,XP_031374688.1,LOC116189251
XM_031518829.1,XP_031374689.1,LOC116189252
XM_031518830.1,XP_031374690.1,LOC116189252
XM_031518831.1,XP_031374691.1,LOC116189252
XM_031518832.1,XP_031374692.1,LOC116189252
XM_031518833.1,XP_031374693.1,LOC116189247
XM_031518834.1,XP_031374694.1,LOC116189253
XM_031518835.1,XP_031374695.1,LOC116189253
XM_031518836.1,XP_031374696.1,LOC116189253
XM_031518837.1,XP_031374697.1,LOC116189253
XM_031518838.1,XP_031374698.1,LOC116189254
XM_031518839.1,XP_031374699.1,LOC116189254
XM_031518840.1,XP_031374700.1,LOC116189255
XM_031518841.1,XP_031374701.1,LOC116189257
XM_031518842.1,XP_031374702.1,LOC116189258
XM_031518843.1,XP_031374703.1,LOC116189259
XM_031518844.1,XP_031374704.1,LOC116189256
XM_031518845.1,XP_031374705.1,LOC116189261
XM_031518846.1,XP_031374706.1,LOC116189262
XM_031518847.1,XP_031374707.1,LOC116189262
XM_031518848.1,XP_031374708.1,LOC116189263
XM_031518849.1,XP_031374709.1,LOC116189263
XM_031518850.1,XP_031374710.1,LOC116189264
XM_031518851.1,XP_031374711.1,LOC116189264
XM_031518852.1,XP_031374712.1,LOC116189256
XM_031518853.1,XP_031374713.1,LOC116189264
XM_031518854.1,XP_031374714.1,LOC116189264
XM_031518855.1,XP_031374715.1,LOC116189265
XM_031518856.1,XP_031374716.1,LOC116189265
XM_031518857.1,XP_031374717.1,LOC116189267
XM_031518858.1,XP_031374718.1,LOC116189267
XM_031518859.1,XP_031374719.1,LOC116189267
XM_031518860.1,XP_031374720.1,LOC116189268
XM_031518861.1,XP_031374721.1,LOC116189268
XM_031518862.1,XP_031374722.1,LOC116189270
XM_031518863.1,XP_031374723.1,LOC116189271
XM_031518864.1,XP_031374724.1,LOC116189269
XM_031518865.1,XP_031374725.1,LOC116189273
XM_031518866.1,XP_031374726.1,LOC116189274
XM_031518867.1,XP_031374727.1,LOC116189274
XM_031518868.1,XP_031374728.1,LOC116189276
XM_031518869.1,XP_031374729.1,LOC116189278
XM_031518870.1,XP_031374730.1,LOC116189269
XM_031518871.1,XP_031374731.1,LOC116189279
XM_031518872.1,XP_031374732.1,LOC116189280
XM_031518873.1,XP_031374733.1,LOC116189280
XM_031518874.1,XP_031374734.1,LOC116189280
XM_031518875.1,XP_031374735.1,LOC116189280
XM_031518876.1,XP_031374736.1,LOC116189280
XM_031518877.1,XP_031374737.1,LOC116189281
XM_031518878.1,XP_031374738.1,LOC116189269
XM_031518879.1,XP_031374739.1,LOC116189283
XM_031518880.1,XP_031374740.1,LOC116189284
XM_031518881.1,XP_031374741.1,LOC116189284
XM_031518882.1,XP_031374742.1,LOC116189286
XM_031518883.1,XP_031374743.1,LOC116189286
XM_031518884.1,XP_031374744.1,LOC116189286
XM_031518885.1,XP_031374745.1,LOC116189286
XM_031518886.1,XP_031374746.1,LOC116189287
XM_031518887.1,XP_031374747.1,LOC116189289
XM_031518888.1,XP_031374748.1,LOC116189290
XM_031518889.1,XP_031374749.1,LOC116189291
XM_031518890.1,XP_031374750.1,LOC116189288
XM_031518891.1,XP_031374751.1,LOC116189292
XM_031518892.1,XP_031374752.1,LOC116189292
XM_031518893.1,XP_031374753.1,LOC116189292
XM_031518894.1,XP_031374754.1,LOC116189293
XM_031518895.1,XP_031374755.1,LOC116189214
XM_031518896.1,XP_031374756.1,LOC116189294
XM_031518897.1,XP_031374757.1,LOC116189296
XM_031518898.1,XP_031374758.1,LOC116189297
XM_031518899.1,XP_031374759.1,LOC116189299
XM_031518900.1,XP_031374760.1,LOC116189299
XM_031518901.1,XP_031374761.1,LOC116189300
XM_031518902.1,XP_031374762.1,LOC116189298
XM_031518903.1,XP_031374763.1,LOC116189301
XM_031518904.1,XP_031374764.1,LOC116189301
XM_031518905.1,XP_031374765.1,LOC116189302
XM_031518906.1,XP_031374766.1,LOC116189304
XM_031518907.1,XP_031374767.1,LOC116189305
XM_031518908.1,XP_031374768.1,LOC116189306
XM_031518909.1,XP_031374769.1,LOC116189307
XM_031518910.1,XP_031374770.1,LOC116189307
XM_031518911.1,XP_031374771.1,LOC116189309
XM_031518912.1,XP_031374772.1,LOC116189309
XM_031518913.1,XP_031374773.1,LOC116189308
XM_031518914.1,XP_031374774.1,LOC116189310
XM_031518915.1,XP_031374775.1,LOC116189310
XM_031518916.1,XP_031374776.1,LOC116189310
XM_031518917.1,XP_031374777.1,LOC116189310
XM_031518918.1,XP_031374778.1,LOC116189310
XM_031518919.1,XP_031374779.1,LOC116189310
XM_031518920.1,XP_031374780.1,LOC116189310
XM_031518921.1,XP_031374781.1,LOC116189310
XM_031518922.1,XP_031374782.1,LOC116189311
XM_031518923.1,XP_031374783.1,LOC116189311
XM_031518924.1,XP_031374784.1,LOC116189311
XM_031518925.1,XP_031374785.1,LOC116189313
XM_031518926.1,XP_031374786.1,LOC116189314
XM_031518927.1,XP_031374787.1,LOC116189312
XM_031518928.1,XP_031374788.1,LOC116189314
XM_031518929.1,XP_031374789.1,LOC116189314
XM_031518930.1,XP_031374790.1,LOC116189314
XM_031518931.1,XP_031374791.1,LOC116189315
XM_031518932.1,XP_031374792.1,LOC116189315
XM_031518933.1,XP_031374793.1,LOC116189316
XM_031518934.1,XP_031374794.1,LOC116189317
XM_031518935.1,XP_031374795.1,LOC116189317
XM_031518936.1,XP_031374796.1,LOC116189312
XM_031518937.1,XP_031374797.1,LOC116189317
XM_031518938.1,XP_031374798.1,LOC116189317
XM_031518939.1,XP_031374799.1,LOC116189317
XM_031518940.1,XP_031374800.1,LOC116189317
XM_031518941.1,XP_031374801.1,LOC116189318
XM_031518942.1,XP_031374802.1,LOC116189319
XM_031518943.1,XP_031374803.1,LOC116189320
XM_031518944.1,XP_031374804.1,LOC116189322
XM_031518945.1,XP_031374805.1,LOC116189322
XM_031518946.1,XP_031374806.1,LOC116189323
XM_031518947.1,XP_031374807.1,LOC116189324
XM_031518948.1,XP_031374808.1,LOC116189321
XM_031518949.1,XP_031374809.1,LOC116189325
XM_031518950.1,XP_031374810.1,LOC116189326
XM_031518951.1,XP_031374811.1,LOC116189327
XM_031518952.1,XP_031374812.1,LOC116189328
XM_031518953.1,XP_031374813.1,LOC116189329
XM_031518954.1,XP_031374814.1,LOC116189330
XM_031518955.1,XP_031374815.1,LOC116189333
XM_031518956.1,XP_031374816.1,LOC116189334
XM_031518957.1,XP_031374817.1,LOC116189334
XM_031518958.1,XP_031374818.1,LOC116189332
XM_031518959.1,XP_031374819.1,LOC116189335
XM_031518960.1,XP_031374820.1,LOC116189336
XM_031518961.1,XP_031374821.1,LOC116189338
XM_031518962.1,XP_031374822.1,LOC116189338
XM_031518963.1,XP_031374823.1,LOC116189338
XM_031518964.1,XP_031374824.1,LOC116189338
XM_031518965.1,XP_031374825.1,LOC116189339
XM_031518966.1,XP_031374826.1,LOC116189340
XM_031518967.1,XP_031374827.1,LOC116189342
XM_031518968.1,XP_031374828.1,LOC116189343
XM_031518969.1,XP_031374829.1,LOC116189344
XM_031518970.1,XP_031374830.1,LOC116189341
XM_031518971.1,XP_031374831.1,LOC116189344
XM_031518972.1,XP_031374832.1,LOC116189346
XM_031518973.1,XP_031374833.1,LOC116189347
XM_031518974.1,XP_031374834.1,LOC116189349
XM_031518975.1,XP_031374835.1,LOC116189350
XM_031518976.1,XP_031374836.1,LOC116189351
XM_031518977.1,XP_031374837.1,LOC116189351
XM_031518978.1,XP_031374838.1,LOC116189351
XM_031518979.1,XP_031374839.1,LOC116189353
XM_031518980.1,XP_031374840.1,LOC116189354
XM_031518981.1,XP_031374841.1,LOC116189352
XM_031518982.1,XP_031374842.1,LOC116189354
XM_031518983.1,XP_031374843.1,LOC116189355
XM_031518984.1,XP_031374844.1,LOC116189356
XM_031518985.1,XP_031374845.1,LOC116189356
XM_031518986.1,XP_031374846.1,LOC116189356
XM_031518987.1,XP_031374847.1,LOC116189356
XM_031518988.1,XP_031374848.1,LOC116189356
XM_031518989.1,XP_031374849.1,LOC116189356
XM_031518990.1,XP_031374850.1,LOC116189357
XM_031518991.1,XP_031374851.1,LOC116189357
XM_031518992.1,XP_031374852.1,LOC116189357
XM_031518994.1,XP_031374854.1,LOC116189360
XM_031518995.1,XP_031374855.1,LOC116189358
XM_031518996.1,XP_031374856.1,LOC116189361
XM_031518997.1,XP_031374857.1,LOC116189361
XM_031518998.1,XP_031374858.1,LOC116189362
XM_031518999.1,XP_031374859.1,LOC116189363
XM_031519000.1,XP_031374860.1,LOC116189363
XM_031519001.1,XP_031374861.1,LOC116189363
XM_031519002.1,XP_031374862.1,LOC116189363
XM_031519003.1,XP_031374863.1,LOC116189358
XM_031519004.1,XP_031374864.1,LOC116189364
XM_031519005.1,XP_031374865.1,LOC116189365
XM_031519006.1,XP_031374866.1,LOC116189365
XM_031519007.1,XP_031374867.1,LOC116189366
XM_031519008.1,XP_031374868.1,LOC116189367
XM_031519009.1,XP_031374869.1,LOC116189368
XM_031519010.1,XP_031374870.1,LOC116189369
XM_031519011.1,XP_031374871.1,LOC116189369
XM_031519012.1,XP_031374872.1,LOC116189369
XM_031519013.1,XP_031374873.1,LOC116189371
XM_031519014.1,XP_031374874.1,LOC116189371
XM_031519015.1,XP_031374875.1,LOC116189348
XM_031519016.1,XP_031374876.1,LOC116189370
XM_031519017.1,XP_031374877.1,LOC116189372
XM_031519018.1,XP_031374878.1,LOC116189372
XM_031519019.1,XP_031374879.1,LOC116189372
XM_031519020.1,XP_031374880.1,LOC116189372
XM_031519021.1,XP_031374881.1,LOC116189373
XM_031519022.1,XP_031374882.1,LOC116189373
XM_031519023.1,XP_031374883.1,LOC116189374
XM_031519024.1,XP_031374884.1,LOC116189377
XM_031519025.1,XP_031374885.1,LOC116189377
XM_031519026.1,XP_031374886.1,LOC116189377
XM_031519027.1,XP_031374887.1,LOC116189377
XM_031519028.1,XP_031374888.1,LOC116189376
XM_031519029.1,XP_031374889.1,LOC116189377
XM_031519030.1,XP_031374890.1,LOC116189377
XM_031519031.1,XP_031374891.1,LOC116189377
XM_031519032.1,XP_031374892.1,LOC116189377
XM_031519033.1,XP_031374893.1,LOC116189377
XM_031519034.1,XP_031374894.1,LOC116189378
XM_031519035.1,XP_031374895.1,LOC116189379
XM_031519036.1,XP_031374896.1,LOC116189376
XM_031519037.1,XP_031374897.1,LOC116189379
XM_031519038.1,XP_031374898.1,LOC116189380
XM_031519039.1,XP_031374899.1,LOC116189381
XM_031519040.1,XP_031374900.1,LOC116189382
XM_031519041.1,XP_031374901.1,LOC116189383
XM_031519042.1,XP_031374902.1,LOC116189385
XM_031519043.1,XP_031374903.1,LOC116189388
XM_031519044.1,XP_031374904.1,LOC116189389
XM_031519045.1,XP_031374905.1,LOC116189386
XM_031519046.1,XP_031374906.1,LOC116189391
XM_031519047.1,XP_031374907.1,LOC116189393
XM_031519048.1,XP_031374908.1,LOC116189394
XM_031519049.1,XP_031374909.1,LOC116189395
XM_031519050.1,XP_031374910.1,LOC116189397
XM_031519051.1,XP_031374911.1,LOC116189400
XM_031519052.1,XP_031374912.1,LOC116189400
XM_031519053.1,XP_031374913.1,LOC116189400
XM_031519054.1,XP_031374914.1,LOC116189400
XM_031519055.1,XP_031374915.1,LOC116189399
XM_031519056.1,XP_031374916.1,LOC116189401
XM_031519057.1,XP_031374917.1,LOC116189401
XM_031519058.1,XP_031374918.1,LOC116189402
XM_031519059.1,XP_031374919.1,LOC116189403
XM_031519060.1,XP_031374920.1,LOC116189404
XM_031519061.1,XP_031374921.1,LOC116189404
XM_031519062.1,XP_031374922.1,LOC116189405
XM_031519063.1,XP_031374923.1,LOC116189406
XM_031519064.1,XP_031374924.1,LOC116189408
XM_031519065.1,XP_031374925.1,LOC116189409
XM_031519066.1,XP_031374926.1,LOC116189410
XM_031519067.1,XP_031374927.1,LOC116189407
XM_031519068.1,XP_031374928.1,LOC116189411
XM_031519069.1,XP_031374929.1,LOC116189412
XM_031519070.1,XP_031374930.1,LOC116189412
XM_031519071.1,XP_031374931.1,LOC116189413
XM_031519072.1,XP_031374932.1,LOC116189419
XM_031519073.1,XP_031374933.1,LOC116189419
XM_031519074.1,XP_031374934.1,LOC116189420
XM_031519075.1,XP_031374935.1,LOC116189417
XM_031519076.1,XP_031374936.1,LOC116189420
XM_031519077.1,XP_031374937.1,LOC116189421
XM_031519078.1,XP_031374938.1,LOC116189422
XM_031519079.1,XP_031374939.1,LOC116189422
XM_031519080.1,XP_031374940.1,LOC116189423
XM_031519081.1,XP_031374941.1,LOC116189424
XM_031519082.1,XP_031374942.1,LOC116189425
XM_031519083.1,XP_031374943.1,LOC116189427
XM_031519084.1,XP_031374944.1,LOC116189428
XM_031519085.1,XP_031374945.1,LOC116189429
XM_031519086.1,XP_031374946.1,LOC116189426
XM_031519087.1,XP_031374947.1,LOC116189430
XM_031519088.1,XP_031374948.1,LOC116189430
XM_031519089.1,XP_031374949.1,LOC116189432
XM_031519090.1,XP_031374950.1,LOC116189433
XM_031519091.1,XP_031374951.1,LOC116189434
XM_031519092.1,XP_031374952.1,LOC116189435
XM_031519093.1,XP_031374953.1,LOC116189435
XM_031519095.1,XP_031374955.1,LOC116189439
XM_031519096.1,XP_031374956.1,LOC116189440
XM_031519097.1,XP_031374957.1,LOC116189437
XM_031519098.1,XP_031374958.1,LOC116189441
XM_031519099.1,XP_031374959.1,LOC116189442
XM_031519100.1,XP_031374960.1,LOC116189442
XM_031519101.1,XP_031374961.1,LOC116189442
XM_031519102.1,XP_031374962.1,LOC116189442
XM_031519103.1,XP_031374963.1,LOC116189442
XM_031519104.1,XP_031374964.1,LOC116189442
XM_031519105.1,XP_031374965.1,LOC116189443
XM_031519106.1,XP_031374966.1,LOC116189446
XM_031519107.1,XP_031374967.1,LOC116189446
XM_031519108.1,XP_031374968.1,LOC116189447
XM_031519109.1,XP_031374969.1,LOC116189447
XM_031519110.1,XP_031374970.1,LOC116189445
XM_031519111.1,XP_031374971.1,LOC116189447
XM_031519112.1,XP_031374972.1,LOC116189447
XM_031519113.1,XP_031374973.1,LOC116189448
XM_031519114.1,XP_031374974.1,LOC116189449
XM_031519115.1,XP_031374975.1,LOC116189449
XM_031519116.1,XP_031374976.1,LOC116189449
XM_031519117.1,XP_031374977.1,LOC116189450
XM_031519118.1,XP_031374978.1,LOC116189451
XM_031519119.1,XP_031374979.1,LOC116189453
XM_031519120.1,XP_031374980.1,LOC116189453
XM_031519121.1,XP_031374981.1,LOC116189453
XM_031519122.1,XP_031374982.1,LOC116189454
XM_031519123.1,XP_031374983.1,LOC116189452
XM_031519124.1,XP_031374984.1,LOC116189455
XM_031519125.1,XP_031374985.1,LOC116189456
XM_031519126.1,XP_031374986.1,LOC116189457
XM_031519127.1,XP_031374987.1,LOC116189431
XM_031519128.1,XP_031374988.1,LOC116189458
XM_031519129.1,XP_031374989.1,LOC116189459
XM_031519130.1,XP_031374990.1,LOC116189460
XM_031519131.1,XP_031374991.1,LOC116189461
XM_031519132.1,XP_031374992.1,LOC116189452
XM_031519133.1,XP_031374993.1,LOC116189462
XM_031519134.1,XP_031374994.1,LOC116189462
XM_031519135.1,XP_031374995.1,LOC116189462
XM_031519136.1,XP_031374996.1,LOC116189462
XM_031519137.1,XP_031374997.1,LOC116189463
XM_031519138.1,XP_031374998.1,LOC116189463
XM_031519139.1,XP_031374999.1,LOC116189464
XM_031519140.1,XP_031375000.1,LOC116189468
XM_031519141.1,XP_031375001.1,LOC116189469
