transcript_id	description
XM_031516751.1	" ribonuclease D, transcript variant X1"
XM_031516752.1	" 60S ribosomal protein L23a, transcript variant X3"
XM_031516753.1	" 60S ribosomal protein L23a, transcript variant X4"
XM_031516754.1	" uncharacterized LOC116187809, transcript variant X1"
XM_031516755.1	" uncharacterized LOC116187809, transcript variant X2"
XM_031516756.1	" probable inactive purple acid phosphatase 28, transcript variant X1"
XM_031516757.1	" probable inactive purple acid phosphatase 28, transcript variant X2"
XM_031516758.1	 plant intracellular Ras-group-related LRR protein 4-like
XM_031516759.1	 leucine-rich repeat protein soc-2 homolog
XM_031516760.1	" ribonuclease D, transcript variant X2"
XM_031516761.1	 protein NUCLEAR FUSION DEFECTIVE 4-like
XM_031516762.1	 TMV resistance protein N-like
XM_031516763.1	" endoribonuclease Dicer homolog 3a, transcript variant X1"
XM_031516764.1	" endoribonuclease Dicer homolog 3a, transcript variant X2"
XM_031516765.1	" endoribonuclease Dicer homolog 3a, transcript variant X3"
XM_031516766.1	" endoribonuclease Dicer homolog 3a, transcript variant X4"
XM_031516767.1	" chaperone protein dnaJ A6, chloroplastic-like, transcript variant X1"
XM_031516768.1	" chaperone protein dnaJ A6, chloroplastic-like, transcript variant X2"
XM_031516769.1	" chaperone protein dnaJ A6, chloroplastic-like, transcript variant X3"
XM_031516770.1	" uncharacterized LOC116187819, transcript variant X1"
XM_031516771.1	" uncharacterized LOC116187819, transcript variant X2"
XM_031516772.1	" peptidyl-prolyl cis-trans isomerase CYP57, transcript variant X1"
XM_031516773.1	" uncharacterized LOC116187819, transcript variant X3"
XM_031516774.1	 protein-tyrosine-phosphatase MKP1
XM_031516775.1	 toll/interleukin-1 receptor-like protein
XM_031516776.1	 toll/interleukin-1 receptor-like protein
XM_031516777.1	" cysteine--tRNA ligase 2, cytoplasmic"
XM_031516778.1	 serine/threonine-protein kinase RIPK-like
XM_031516779.1	 mediator of RNA polymerase II transcription subunit 15a-like
XM_031516780.1	" peptidyl-prolyl cis-trans isomerase CYP57, transcript variant X2"
XM_031516781.1	" phosphomannomutase/phosphoglucomutase, transcript variant X1"
XM_031516782.1	" phosphomannomutase/phosphoglucomutase, transcript variant X2"
XM_031516783.1	" phosphomannomutase/phosphoglucomutase, transcript variant X3"
XM_031516784.1	" phosphomannomutase/phosphoglucomutase, transcript variant X4"
XM_031516785.1	" mRNA-decapping enzyme subunit 2-like, transcript variant X1"
XM_031516786.1	" mRNA-decapping enzyme subunit 2-like, transcript variant X2"
XM_031516787.1	" uncharacterized LOC116187828, transcript variant X1"
XM_031516788.1	" uncharacterized LOC116187828, transcript variant X2"
XM_031516789.1	" peptidyl-prolyl cis-trans isomerase CYP57, transcript variant X3"
XM_031516790.1	 flavonol sulfotransferase-like
XM_031516791.1	 cytosolic sulfotransferase 15-like
XM_031516792.1	 protein KAKU4
XM_031516793.1	" uncharacterized LOC116187833, transcript variant X1"
XM_031516794.1	" uncharacterized LOC116187833, transcript variant X2"
XM_031516795.1	" uncharacterized LOC116187833, transcript variant X3"
XM_031516796.1	 flavonol 4'-sulfotransferase-like
XM_031516797.1	" general transcription and DNA repair factor IIH helicase subunit XPD-like, transcript variant X1"
XM_031516798.1	" general transcription and DNA repair factor IIH helicase subunit XPD-like, transcript variant X2"
XM_031516800.1	" peptidyl-prolyl cis-trans isomerase CYP57, transcript variant X5"
XM_031516801.1	 cytosolic sulfotransferase 15-like
XM_031516802.1	" uncharacterized LOC116187839, transcript variant X1"
XM_031516803.1	" uncharacterized LOC116187839, transcript variant X2"
XM_031516804.1	" uncharacterized LOC116187839, transcript variant X3"
XM_031516805.1	 putative disease resistance RPP13-like protein 1
XM_031516806.1	 putative clathrin assembly protein At2g25430
XM_031516807.1	 pentatricopeptide repeat-containing protein At3g22690-like
XM_031516808.1	" uncharacterized LOC116187844, transcript variant X1"
XM_031516809.1	" uncharacterized LOC116187844, transcript variant X2"
XM_031516810.1	" uncharacterized LOC116187844, transcript variant X3"
XM_031516811.1	" uncharacterized LOC116187844, transcript variant X4"
XM_031516812.1	" uncharacterized LOC116187844, transcript variant X5"
XM_031516813.1	" probable methyltransferase PMT13, transcript variant X1"
XM_031516814.1	" uncharacterized LOC116187844, transcript variant X6"
XM_031516815.1	" uncharacterized LOC116187844, transcript variant X7"
XM_031516816.1	" uncharacterized LOC116187844, transcript variant X8"
XM_031516817.1	" uncharacterized LOC116187844, transcript variant X9"
XM_031516818.1	" uncharacterized LOC116187844, transcript variant X10"
XM_031516819.1	" uncharacterized LOC116187844, transcript variant X11"
XM_031516820.1	" uncharacterized LOC116187844, transcript variant X12"
XM_031516821.1	" uncharacterized LOC116187844, transcript variant X13"
XM_031516822.1	" uncharacterized LOC116187844, transcript variant X14"
XM_031516823.1	" probable methyltransferase PMT13, transcript variant X2"
XM_031516824.1	 FCS-Like Zinc finger 11-like
XM_031516825.1	" probable E3 ubiquitin-protein ligase RZFP34, transcript variant X1"
XM_031516826.1	" probable E3 ubiquitin-protein ligase RZFP34, transcript variant X2"
XM_031516827.1	" probable E3 ubiquitin-protein ligase RZFP34, transcript variant X3"
XM_031516828.1	" uncharacterized LOC116187847, transcript variant X1"
XM_031516829.1	" uncharacterized LOC116187847, transcript variant X2"
XM_031516830.1	" uncharacterized LOC116187847, transcript variant X3"
XM_031516831.1	" uncharacterized LOC116187847, transcript variant X4"
XM_031516832.1	" uncharacterized LOC116187847, transcript variant X5"
XM_031516833.1	" pentatricopeptide repeat-containing protein At5g39350-like, transcript variant X6"
XM_031516834.1	" probable methyltransferase PMT13, transcript variant X3"
XM_031516835.1	" TMV resistance protein N-like, transcript variant X1"
XM_031516836.1	" TMV resistance protein N-like, transcript variant X2"
XM_031516837.1	" TMV resistance protein N-like, transcript variant X3"
XM_031516838.1	" probable ADP-ribosylation factor GTPase-activating protein AGD14, transcript variant X1"
XM_031516839.1	" probable ADP-ribosylation factor GTPase-activating protein AGD14, transcript variant X2"
XM_031516840.1	" probable ADP-ribosylation factor GTPase-activating protein AGD14, transcript variant X3"
XM_031516841.1	" pentatricopeptide repeat-containing protein At4g21065-like, transcript variant X1"
XM_031516842.1	" pentatricopeptide repeat-containing protein At4g21065-like, transcript variant X2"
XM_031516843.1	" molybdate transporter 1, transcript variant X1"
XM_031516844.1	" molybdate transporter 1, transcript variant X2"
XM_031516845.1	" DEAD-box ATP-dependent RNA helicase 56, transcript variant X1"
XM_031516846.1	" DEAD-box ATP-dependent RNA helicase 56, transcript variant X2"
XM_031516847.1	 tyrosine-protein kinase ABL1-like
XM_031516848.1	" protein BUNDLE SHEATH DEFECTIVE 2, chloroplastic-like, transcript variant X1"
XM_031516849.1	" protein BUNDLE SHEATH DEFECTIVE 2, chloroplastic-like, transcript variant X2"
XM_031516850.1	" protein BUNDLE SHEATH DEFECTIVE 2, chloroplastic-like, transcript variant X3"
XM_031516851.1	" protein BUNDLE SHEATH DEFECTIVE 2, chloroplastic-like, transcript variant X4"
XM_031516852.1	" uncharacterized LOC116187855, transcript variant X1"
XM_031516853.1	" uncharacterized LOC116187855, transcript variant X2"
XM_031516854.1	" uncharacterized LOC116187855, transcript variant X3"
XM_031516855.1	 40S ribosomal protein S26-1-like
XM_031516856.1	 uncharacterized LOC116187859
XM_031516857.1	 ubiquitin-like modifier-activating enzyme 5
XM_031516858.1	 mitochondrial adenine nucleotide transporter ADNT1
XM_031516859.1	 uncharacterized LOC116187861
XM_031516860.1	" deoxycytidylate deaminase, transcript variant X1"
XM_031516861.1	" deoxycytidylate deaminase, transcript variant X2"
XM_031516862.1	 uncharacterized LOC116187863
XM_031516863.1	 mechanosensitive ion channel protein 10-like
XM_031516864.1	 replication protein A 70 kDa DNA-binding subunit A
XM_031516865.1	 uncharacterized LOC116187868
XM_031516866.1	 uncharacterized LOC116187869
XM_031516867.1	 LON peptidase N-terminal domain and RING finger protein 1-like
XM_031516868.1	" probable ubiquitin-like-specific protease 2B, transcript variant X1"
XM_031516869.1	 7-deoxyloganetin glucosyltransferase-like
XM_031516870.1	 UDP-glycosyltransferase 85A1-like
XM_031516871.1	 UDP-glycosyltransferase 85A2-like
XM_031516872.1	 UDP-glycosyltransferase 85A8-like
XM_031516873.1	 7-deoxyloganetin glucosyltransferase-like
XM_031516874.1	" probable ubiquitin-like-specific protease 2B, transcript variant X2"
XM_031516875.1	 protein ELF4-LIKE 3-like
XM_031516877.1	 12-oxophytodienoate reductase 3-like
XM_031516878.1	 DEAD-box ATP-dependent RNA helicase 41
XM_031516879.1	 cylicin-1-like
XM_031516880.1	 protein ACCELERATED CELL DEATH 6-like
XM_031516881.1	 uncharacterized LOC116187886
XM_031516882.1	" mechanosensitive ion channel protein 3, chloroplastic-like, transcript variant X1"
XM_031516883.1	 uncharacterized LOC116187887
XM_031516884.1	" protein trichome birefringence-like 16, transcript variant X1"
XM_031516885.1	" protein trichome birefringence-like 16, transcript variant X2"
XM_031516886.1	" protein trichome birefringence-like 16, transcript variant X3"
XM_031516887.1	" protein trichome birefringence-like 16, transcript variant X4"
XM_031516888.1	" protein LAZ1 homolog 2, transcript variant X1"
XM_031516889.1	" protein LAZ1 homolog 2, transcript variant X2"
XM_031516890.1	" protein LAZ1 homolog 2, transcript variant X3"
XM_031516891.1	" mechanosensitive ion channel protein 3, chloroplastic-like, transcript variant X2"
XM_031516892.1	" protein LAZ1 homolog 2, transcript variant X4"
XM_031516893.1	 uncharacterized LOC116187890
XM_031516894.1	 protein NODULATION SIGNALING PATHWAY 2
XM_031516895.1	" uncharacterized LOC116187892, transcript variant X1"
XM_031516896.1	" uncharacterized LOC116187892, transcript variant X2"
XM_031516897.1	 selenoprotein K
XM_031516898.1	" mechanosensitive ion channel protein 3, chloroplastic-like, transcript variant X3"
XM_031516899.1	" glycosyltransferase BC10, transcript variant X1"
XM_031516900.1	" glycosyltransferase BC10, transcript variant X2"
XM_031516901.1	" sucrose synthase-like, transcript variant X1"
XM_031516902.1	" sucrose synthase-like, transcript variant X2"
XM_031516903.1	 probable metal-nicotianamine transporter YSL7
XM_031516904.1	 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B
XM_031516905.1	 pentatricopeptide repeat-containing protein At4g33170-like
XM_031516906.1	" uncharacterized LOC116187899, transcript variant X1"
XM_031516907.1	" pentatricopeptide repeat-containing protein At5g39350-like, transcript variant X7"
XM_031516908.1	" uncharacterized LOC116187899, transcript variant X2"
XM_031516909.1	" sufE-like protein 1, chloroplastic/mitochondrial"
XM_031516910.1	 mediator of RNA polymerase II transcription subunit 15a
XM_031516911.1	 O-fucosyltransferase 31
XM_031516912.1	" TMV resistance protein N-like, transcript variant X1"
XM_031516913.1	" TMV resistance protein N-like, transcript variant X2"
XM_031516914.1	" TMV resistance protein N-like, transcript variant X4"
XM_031516915.1	 TMV resistance protein N-like
XM_031516916.1	" TMV resistance protein N-like, transcript variant X1"
XM_031516917.1	" TMV resistance protein N-like, transcript variant X2"
XM_031516918.1	" TMV resistance protein N-like, transcript variant X3"
XM_031516919.1	" TMV resistance protein N-like, transcript variant X4"
XM_031516920.1	" ethylene-responsive transcription factor ERF021-like, transcript variant X1"
XM_031516921.1	" ethylene-responsive transcription factor ERF021-like, transcript variant X2"
XM_031516922.1	" ethylene-responsive transcription factor ERF021-like, transcript variant X3"
XM_031516923.1	" ethylene-responsive transcription factor ERF021-like, transcript variant X4"
XM_031516924.1	" ethylene-responsive transcription factor ERF021-like, transcript variant X5"
XM_031516925.1	" proteasome subunit alpha type-4, transcript variant X1"
XM_031516926.1	" TMV resistance protein N-like, transcript variant X1"
XM_031516927.1	" TMV resistance protein N-like, transcript variant X2"
XM_031516928.1	" TMV resistance protein N-like, transcript variant X1"
XM_031516929.1	" TMV resistance protein N-like, transcript variant X2"
XM_031516930.1	 uncharacterized LOC116187910
XM_031516931.1	 mediator of RNA polymerase II transcription subunit 15a-like
XM_031516932.1	 uncharacterized LOC116187912
XM_031516933.1	" proteasome subunit alpha type-4, transcript variant X2"
XM_031516934.1	 bZIP transcription factor 53-like
XM_031516935.1	" calvin cycle protein CP12-1, chloroplastic-like"
XM_031516936.1	 cytochrome c oxidase subunit 5C-2-like
XM_031516937.1	" putative disease resistance protein RGA4, transcript variant X1"
XM_031516938.1	" putative disease resistance protein RGA4, transcript variant X2"
XM_031516939.1	" putative disease resistance protein RGA4, transcript variant X3"
XM_031516940.1	" putative disease resistance protein RGA4, transcript variant X4"
XM_031516941.1	" putative disease resistance protein RGA4, transcript variant X5"
XM_031516942.1	" putative disease resistance protein RGA4, transcript variant X6"
XM_031516943.1	" putative disease resistance protein RGA4, transcript variant X7"
XM_031516944.1	" putative disease resistance protein RGA4, transcript variant X8"
XM_031516945.1	" putative disease resistance protein RGA4, transcript variant X9"
XM_031516946.1	" putative disease resistance protein RGA4, transcript variant X10"
XM_031516947.1	" putative disease resistance protein RGA4, transcript variant X11"
XM_031516948.1	" putative disease resistance protein RGA4, transcript variant X12"
XM_031516949.1	" putative disease resistance protein RGA4, transcript variant X13"
XM_031516950.1	" putative disease resistance protein RGA4, transcript variant X1"
XM_031516951.1	" putative disease resistance protein RGA4, transcript variant X2"
XM_031516952.1	" ubiquitin carboxyl-terminal hydrolase MINDY-3, transcript variant X1"
XM_031516953.1	" ubiquitin carboxyl-terminal hydrolase MINDY-3, transcript variant X2"
XM_031516954.1	 pyruvate decarboxylase 2
XM_031516955.1	" ubiquitin carboxyl-terminal hydrolase MINDY-3, transcript variant X3"
XM_031516956.1	" ubiquitin carboxyl-terminal hydrolase MINDY-3, transcript variant X4"
XM_031516957.1	" ubiquitin carboxyl-terminal hydrolase MINDY-3, transcript variant X5"
XM_031516958.1	" ubiquitin carboxyl-terminal hydrolase MINDY-3, transcript variant X6"
XM_031516959.1	" ubiquitin carboxyl-terminal hydrolase MINDY-3, transcript variant X7"
XM_031516960.1	" ubiquitin carboxyl-terminal hydrolase MINDY-3, transcript variant X8"
XM_031516961.1	 protein HUA2-LIKE 3-like
XM_031516962.1	" uncharacterized LOC116187927, transcript variant X1"
XM_031516963.1	" uncharacterized LOC116187927, transcript variant X2"
XM_031516964.1	 probable glutathione peroxidase 5
XM_031516965.1	 mitochondrial import receptor subunit TOM40-1-like
XM_031516966.1	" protein virilizer homolog, transcript variant X1"
XM_031516967.1	 RNA pseudouridine synthase 7-like
